btype;pol;pkg;vceo;ic;hfe;ft_hz;pwr_w;comment
MJ3000;NPN;TO3;60;10;1kmin;1M;150;undef
MJ3238;PNP;TO66;150;8;2min;20M;75;undef
MJ4032;NPN;TO66;300;0.1;30-200;15M;15;undef
MJ4035;NPN;TO3;100;16;1kmin;-;150;undef
MJ4502;NPN;TO3;140;15;25-150;2M;200;undef
MJ490;PNP;TO3;40;4;30-200;4M;5;undef
MJ491;PNP;TO3;60;4;30-200;4M;5;undef
MJ8100;PNP;TO39;60;5;25-180;30M;10;undef
MJE2955;PNP;TO220;70;15;20-70;-;90;undef
MJE3055;NPN;TO220;70;15;20-70;-;90;undef
MJE340;NPN;TO126;300;0.5;30-240;-;20;undef
MJE350;PNP;TO126;300;0.5;30-240;-;20;undef
MJL21193;PNP;TO264;250;8;25-75;4;200;undef
MJL21194;NPN;TO264;250;8;25-75;4;200;undef
PO38;PNP;TO39;300;0.5;25-200;35M;0.6;undef
PO39;NPN;TO39;300;0.5;25-150;35M;0.6;undef
SM2159;NPN;TO3;200;20;10-30;10M;200;undef
SML12303;NPN;TO3;300;10;20min;10M;220;undef
SML2166;PNP;TO3;400;15;20-100;20M;175;undef
SML2167;NPN;TO3;400;15;200min;20M;125;undef
SML2168;NPN;TO66;150;10;20-100;100M;40;undef
SML2169;NPN;TO39;150;7;20-100;100M;10;undef
SML2170;NPN;TO39;200;3;20-100;70M;10;undef
SML2171;NPN;TO39;60;10;20-100;100M;10;undef
SML2181;NPN;TO92;8;5;50min;150M;1;undef
SML2182;NPN;TO92;120;5;400-2k;200M;0.36;undef
SML4005;NPN;TO3;250;40;15-80;10M;250;undef
SML4005S;NPN;TO3;250;40;15-80;10M;250;undef
SML4007;NPN;TO3;125;70;15min;10M;350;undef
SML4007A;NPN;TO3;125;70;15min;10M;350;undef
SML4009;NPN;TO3;60;50;1000min;50M;250;undef
SML4014;NPN;TO3;60;100;1000min;40M;250;undef
SML4015;NPN;TO59;80;10;20-120;4M;40;undef
SML4016;PNP;TO59;80;10;20-120;4M;40;undef
SML5001;PNP;TO59;80;2;70-200;60M;35;undef
SML5502;NPN;TO39;700R;1;10-45;10M;6;undef
SML5503;NPN;TO39;800R;1;10-45;10M;6;undef
SMS932;NPN;TO3;450;20;700min;10M;150;undef
TIP47;NPN;TO220;250;1;30-150;10M;2;undef
TIP510;NPN;TO61;120;4;40-200;70M;4;undef
TIP536;NPN;TO3;300;7.5;20-100;10M;5;undef
TIP537;NPN;TO3;400;7.5;20-100;10M;5;undef
TIP538;NPN;TO3;200;15;20-100;-;5;undef
V405A;PNP;TO18;12;50m;25min;400M;0.3;undef
V405AL;PNP;TO18;12;50m;25min;400M;0.3;undef
V410A;PNP;TO39;35;0.3;40min;100M;0.7;undef
V741;PNP;TO18;30;10m;50min;60M;0.36;undef
V765;PNP;TO39;120;50m;40min;40M;0.7;undef
ZT1483A;NPN;TO8;40;3;20-100;-;25;undef
ZT1484A;NPN;TO8;55;3;20-100;-;25;undef
ZT1485A;NPN;TO8;40;3;35-100;-;25;undef
ZT1486A;NPN;TO8;55;3;35-100;-;25;undef
ZT83;NPN;TO18;45;0.5;55min;200M;0;undef
